datetime,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,CO_lag_1,CO_lag_2,CO_lag_3,CO_lag_24,NO2_lag_1,NO2_lag_2,NO2_lag_3,NO2_lag_24,hour,day_of_week,month
2005-02-14 01:00:00,1.6,1133.0,275.0,6.0,811.0,215.0,708.0,136.0,1182.0,1031.0,10.1,58.9,0.7301,1.4,1.5,1.3,4.1,135.0,142.0,143.0,221.0,1,0,2
2005-02-14 02:00:00,1.1,1024.0,275.0,4.0,709.0,142.0,798.0,109.0,1120.0,884.0,9.8,61.2,0.7413,1.6,1.4,1.5,3.1,136.0,135.0,142.0,180.0,2,0,2
2005-02-14 03:00:00,0.7,968.0,275.0,2.8,639.0,104.0,891.0,85.5,1080.0,794.0,8.4,67.1,0.7411,1.1,1.6,1.4,2.7,109.0,136.0,135.0,160.0,3,0,2
2005-02-14 04:00:00,0.5,923.0,275.0,1.8,567.0,66.0,994.0,62.0,1024.0,688.0,8.3,67.2,0.7382,0.7,1.1,1.6,2.8,85.5,109.0,136.0,140.0,4,0,2
2005-02-14 05:00:00,0.4,902.0,275.0,1.5,548.0,54.0,1063.0,49.0,1024.0,617.0,7.7,68.9,0.728,0.5,0.7,1.1,2.9,62.0,85.5,109.0,153.0,5,0,2
2005-02-14 06:00:00,0.7,995.0,275.0,2.9,646.0,121.0,895.0,81.0,1053.0,818.0,6.9,70.0,0.6997,0.4,0.5,0.7,2.6,49.0,62.0,85.5,150.0,6,0,2
2005-02-14 07:00:00,0.7,858.0,275.0,2.2,597.0,141.0,1054.0,104.0,857.0,690.0,9.0,37.3,0.4297,0.7,0.4,0.5,2.6,81.0,49.0,62.0,145.0,7,0,2
2005-02-14 08:00:00,2.3,1233.0,275.0,11.4,1030.0,388.0,619.0,176.0,1257.0,1291.0,9.4,44.9,0.5296,0.7,0.7,0.4,2.8,104.0,81.0,49.0,149.0,8,0,2
2005-02-14 09:00:00,2.5,1140.0,275.0,9.5,958.0,366.0,627.0,193.0,1175.0,1200.0,10.3,45.4,0.5666,2.3,0.7,0.7,3.3,176.0,104.0,81.0,155.0,9,0,2
2005-02-14 10:00:00,1.7,1096.0,275.0,11.6,1036.0,254.0,635.0,168.0,1043.0,1127.0,11.5,39.6,0.5372,2.5,2.3,0.7,3.2,193.0,176.0,104.0,158.0,10,0,2
2005-02-14 11:00:00,2.5,1295.0,275.0,33.9,1639.0,164.0,477.0,123.0,1013.0,1582.0,11.7,36.9,0.506,1.7,2.5,2.3,3.3,168.0,193.0,176.0,188.0,11,0,2
2005-02-14 12:00:00,2.1,926.0,275.0,7.6,882.0,142.0,744.0,111.0,913.0,700.0,11.8,36.2,0.4999,2.5,1.7,2.5,1.5,123.0,168.0,193.0,154.0,12,0,2
2005-02-14 13:00:00,1.1,970.0,275.0,7.0,857.0,162.0,748.0,120.0,990.0,693.0,12.0,38.7,0.5402,2.1,2.5,1.7,1.2,111.0,123.0,168.0,107.0,13,0,2
2005-02-14 14:00:00,1.3,960.0,275.0,6.9,853.0,177.0,782.0,123.0,967.0,709.0,13.7,30.3,0.4724,1.1,2.1,2.5,1.1,120.0,111.0,123.0,92.0,14,0,2
2005-02-14 15:00:00,1.1,941.0,275.0,5.8,800.0,157.0,823.0,115.0,917.0,671.0,12.6,30.6,0.4443,1.3,1.1,2.1,1.7,123.0,120.0,111.0,106.0,15,0,2
2005-02-14 16:00:00,1.1,921.0,275.0,5.2,771.0,162.0,850.0,120.0,885.0,632.0,13.0,27.4,0.4085,1.1,1.3,1.1,1.0,115.0,123.0,120.0,90.0,16,0,2
2005-02-14 17:00:00,1.4,940.0,275.0,6.4,829.0,209.0,823.0,140.0,901.0,716.0,13.6,22.7,0.3529,1.1,1.1,1.3,1.0,120.0,115.0,123.0,100.0,17,0,2
2005-02-14 18:00:00,2.3,1036.0,275.0,11.9,1046.0,304.0,694.0,185.0,1044.0,1059.0,11.8,23.0,0.3171,1.4,1.1,1.1,2.6,140.0,120.0,115.0,132.0,18,0,2
2005-02-14 19:00:00,4.2,1102.0,275.0,17.4,1221.0,484.0,609.0,212.0,1136.0,1329.0,10.7,19.9,0.2547,2.3,1.4,1.1,2.5,185.0,140.0,120.0,211.0,19,0,2
2005-02-14 20:00:00,3.5,1035.0,275.0,14.7,1141.0,399.0,670.0,200.0,1018.0,1196.0,10.4,18.0,0.2269,4.2,2.3,1.4,2.1,212.0,185.0,140.0,179.0,20,0,2
2005-02-14 21:00:00,3.0,990.0,275.0,10.0,978.0,390.0,751.0,191.0,928.0,1131.0,9.7,20.6,0.2488,3.5,4.2,2.3,1.0,200.0,212.0,185.0,116.0,21,0,2
2005-02-14 22:00:00,1.7,950.0,275.0,6.6,839.0,287.0,834.0,169.0,878.0,977.0,9.4,24.8,0.2923,3.0,3.5,4.2,1.3,191.0,200.0,212.0,143.0,22,0,2
2005-02-14 23:00:00,1.6,988.0,275.0,6.6,839.0,202.0,803.0,139.0,936.0,963.0,8.8,31.2,0.3533,1.7,3.0,3.5,1.5,169.0,191.0,200.0,142.0,23,0,2
2005-02-15 00:00:00,1.0,884.0,275.0,3.1,658.0,126.0,982.0,102.0,813.0,581.0,8.7,31.2,0.3521,1.6,1.7,3.0,1.4,139.0,169.0,191.0,135.0,0,1,2
2005-02-15 01:00:00,0.8,840.0,275.0,2.2,597.0,87.0,1081.0,76.0,766.0,432.0,8.5,30.4,0.3391,1.0,1.6,1.7,1.6,102.0,139.0,169.0,136.0,1,1,2
2005-02-15 02:00:00,0.6,814.0,275.0,1.3,526.0,59.0,1228.0,56.0,740.0,352.0,8.0,32.9,0.353,0.8,1.0,1.6,1.1,76.0,102.0,139.0,109.0,2,1,2
2005-02-15 03:00:00,0.4,821.0,275.0,1.1,509.0,45.0,1235.0,43.0,762.0,348.0,7.1,37.4,0.3799,0.6,0.8,1.0,0.7,56.0,76.0,102.0,85.5,3,1,2
2005-02-15 04:00:00,0.35,802.0,275.0,0.5,440.0,31.0,1413.0,30.0,738.0,312.0,6.9,39.1,0.3901,0.4,0.6,0.8,0.5,43.0,56.0,76.0,62.0,4,1,2
2005-02-15 05:00:00,0.3,805.0,275.0,0.5,437.0,28.0,1491.0,28.0,738.0,296.0,6.9,39.8,0.3966,0.35,0.4,0.6,0.4,30.0,43.0,56.0,49.0,5,1,2
2005-02-15 06:00:00,0.4,850.0,275.0,1.3,529.0,64.0,1183.0,56.0,780.0,385.0,6.1,40.8,0.3868,0.3,0.35,0.4,0.7,28.0,30.0,43.0,81.0,6,1,2
2005-02-15 07:00:00,0.5,913.0,275.0,2.5,619.0,123.0,1018.0,94.0,834.0,586.0,6.0,41.5,0.3896,0.4,0.3,0.35,0.7,56.0,28.0,30.0,104.0,7,1,2
2005-02-15 08:00:00,1.5,1047.0,275.0,6.7,844.0,363.0,784.0,196.0,979.0,987.0,6.1,39.9,0.3781,0.5,0.4,0.3,2.3,94.0,56.0,28.0,176.0,8,1,2
2005-02-15 09:00:00,2.1,1055.0,275.0,8.0,899.0,416.0,731.0,220.0,1017.0,1035.0,6.5,39.5,0.3865,1.5,0.5,0.4,2.5,196.0,94.0,56.0,193.0,9,1,2
2005-02-15 10:00:00,1.6,974.0,275.0,5.3,778.0,286.0,832.0,168.0,905.0,782.0,9.4,32.7,0.3855,2.1,1.5,0.5,1.7,220.0,196.0,94.0,168.0,10,1,2
2005-02-15 11:00:00,1.0,863.0,275.0,3.3,669.0,198.0,993.0,133.0,776.0,511.0,11.3,24.9,0.3318,1.6,2.1,1.5,2.5,168.0,220.0,196.0,123.0,11,1,2
2005-02-15 12:00:00,1.2,889.0,275.0,4.4,734.0,216.0,942.0,134.0,801.0,566.0,12.8,19.8,0.2933,1.0,1.6,2.1,2.1,133.0,168.0,220.0,111.0,12,1,2
2005-02-15 13:00:00,1.3,906.0,275.0,5.5,790.0,211.0,893.0,138.0,837.0,642.0,12.3,19.3,0.274,1.2,1.0,1.6,1.1,134.0,133.0,168.0,120.0,13,1,2
2005-02-15 14:00:00,1.4,874.0,275.0,4.8,751.0,199.0,918.0,135.0,792.0,591.0,12.0,19.3,0.2716,1.3,1.2,1.0,1.3,138.0,134.0,133.0,123.0,14,1,2
2005-02-15 15:00:00,1.0,849.0,275.0,3.5,680.0,161.0,1015.0,111.0,741.0,461.0,11.9,19.2,0.2677,1.4,1.3,1.2,1.1,135.0,138.0,134.0,115.0,15,1,2
2005-02-15 16:00:00,1.4,923.0,275.0,4.9,761.0,218.0,909.0,124.0,840.0,609.0,12.1,20.7,0.2906,1.0,1.4,1.3,1.1,111.0,135.0,138.0,120.0,16,1,2
2005-02-15 17:00:00,1.5,962.0,275.0,6.6,841.0,252.0,827.0,158.0,901.0,821.0,11.5,22.1,0.2987,1.4,1.0,1.4,1.4,124.0,111.0,135.0,140.0,17,1,2
2005-02-15 18:00:00,2.4,1067.0,275.0,12.3,1059.0,337.0,671.0,181.0,1085.0,1163.0,10.4,23.1,0.2905,1.5,1.4,1.0,2.3,158.0,124.0,111.0,185.0,18,1,2
2005-02-15 19:00:00,2.8,1125.0,275.0,14.1,1121.0,357.0,630.0,185.0,1132.0,1405.0,9.5,25.2,0.2996,2.4,1.5,1.4,4.2,181.0,158.0,124.0,212.0,19,1,2
2005-02-15 20:00:00,3.1,1149.0,275.0,14.2,1124.0,410.0,623.0,187.0,1141.0,1405.0,8.9,26.9,0.3069,2.8,2.4,1.5,3.5,185.0,181.0,158.0,200.0,20,1,2
2005-02-15 21:00:00,3.1,1155.0,275.0,11.6,1034.0,445.0,648.0,196.0,1061.0,1429.0,8.2,30.1,0.327,3.1,2.8,2.4,3.0,187.0,185.0,181.0,191.0,21,1,2
2005-02-15 22:00:00,2.0,1065.0,275.0,8.2,908.0,314.0,741.0,174.0,953.0,1284.0,7.4,31.8,0.3287,3.1,3.1,2.8,1.7,196.0,187.0,185.0,169.0,22,1,2
2005-02-15 23:00:00,2.1,1145.0,275.0,9.2,946.0,366.0,699.0,182.0,1015.0,1409.0,6.6,37.5,0.3664,2.0,3.1,3.1,1.6,174.0,196.0,187.0,139.0,23,1,2
2005-02-16 00:00:00,1.9,1134.0,275.0,8.3,912.0,336.0,707.0,182.0,999.0,1376.0,6.3,40.1,0.3842,2.1,2.0,3.1,1.0,182.0,174.0,196.0,102.0,0,2,2
2005-02-16 01:00:00,2.5,1195.0,275.0,10.7,1004.0,387.0,652.0,193.0,1078.0,1421.0,5.2,44.2,0.3943,1.9,2.1,2.0,0.8,182.0,182.0,174.0,76.0,1,2,2
2005-02-16 02:00:00,2.0,1141.0,275.0,8.0,898.0,320.0,689.0,174.0,1014.0,1356.0,4.4,47.5,0.4017,2.5,1.9,2.1,0.6,193.0,182.0,182.0,56.0,2,2,2
2005-02-16 03:00:00,1.4,1077.0,275.0,5.9,806.0,278.5,725.0,158.0,949.0,1296.0,4.0,49.1,0.4019,2.0,2.5,1.9,0.4,174.0,193.0,182.0,43.0,3,2,2
2005-02-16 04:00:00,1.1,1052.0,275.0,4.5,740.0,237.0,768.0,142.0,913.0,1202.0,3.3,52.2,0.4074,1.4,2.0,2.5,0.35,158.0,174.0,193.0,30.0,4,2,2
2005-02-16 05:00:00,0.8,1033.0,275.0,3.8,701.0,224.0,782.0,137.0,883.0,1206.0,3.2,52.4,0.4071,1.1,1.4,2.0,0.3,142.0,158.0,174.0,28.0,5,2,2
2005-02-16 06:00:00,0.9,1080.0,275.0,5.1,768.0,237.0,732.0,140.0,924.0,1305.0,3.6,51.7,0.4123,0.8,1.1,1.4,0.4,137.0,142.0,158.0,56.0,6,2,2
2005-02-16 07:00:00,1.6,1208.0,275.0,8.8,931.0,454.0,622.0,201.0,1052.0,1485.0,3.5,54.2,0.4297,0.9,0.8,1.1,0.5,140.0,137.0,142.0,94.0,7,2,2
2005-02-16 10:00:00,2.1,1044.0,275.0,9.0,940.0,428.0,706.0,206.0,1014.0,1152.0,8.9,33.8,0.385,1.6,0.9,0.8,1.5,201.0,140.0,137.0,196.0,10,2,2
2005-02-16 11:00:00,1.3,956.0,275.0,5.0,761.0,205.0,849.0,98.0,887.0,885.0,9.1,33.0,0.3827,2.1,1.6,0.9,2.1,206.0,201.0,140.0,220.0,11,2,2
2005-02-16 12:00:00,1.1,955.0,275.0,4.3,725.0,205.0,890.0,138.0,880.0,770.0,9.1,34.5,0.3994,1.3,2.1,1.6,1.6,98.0,206.0,201.0,168.0,12,2,2
2005-02-16 13:00:00,1.5,997.0,275.0,6.3,825.0,226.0,790.0,139.0,948.0,852.0,9.6,31.3,0.3763,1.1,1.3,2.1,1.0,138.0,98.0,206.0,133.0,13,2,2
2005-02-16 14:00:00,1.5,987.0,275.0,6.0,810.0,199.0,801.0,137.0,939.0,830.0,8.5,36.3,0.4026,1.5,1.1,1.3,1.2,139.0,138.0,98.0,134.0,14,2,2
2005-02-16 15:00:00,1.6,1007.0,275.0,5.7,798.0,253.0,793.0,155.0,942.0,867.0,9.3,34.6,0.405,1.5,1.5,1.1,1.3,137.0,139.0,138.0,138.0,15,2,2
2005-02-16 16:00:00,1.5,1025.0,275.0,5.6,795.0,259.0,783.0,155.0,967.0,881.0,8.9,37.9,0.4318,1.6,1.5,1.5,1.4,155.0,137.0,139.0,135.0,16,2,2
2005-02-16 17:00:00,1.6,1083.0,275.0,7.0,856.0,252.0,720.0,148.0,1010.0,975.0,8.2,41.8,0.4563,1.5,1.6,1.5,1.0,155.0,155.0,137.0,111.0,17,2,2
2005-02-16 18:00:00,2.2,1143.0,275.0,9.5,960.0,313.0,641.0,153.0,1110.0,1136.0,7.4,44.5,0.4582,1.6,1.5,1.6,1.4,148.0,155.0,155.0,124.0,18,2,2
2005-02-16 19:00:00,3.4,1288.0,275.0,15.9,1178.0,433.0,539.0,171.0,1300.0,1434.0,7.0,43.4,0.4366,2.2,1.6,1.5,1.5,153.0,148.0,155.0,158.0,19,2,2
2005-02-16 22:00:00,2.8,1177.0,275.0,10.7,1004.0,408.0,640.0,216.0,1111.0,1341.0,5.0,46.6,0.4099,3.4,2.2,1.6,2.4,171.0,153.0,148.0,181.0,22,2,2
2005-02-16 23:00:00,2.4,1089.0,275.0,8.3,913.0,357.0,712.0,200.0,1016.0,1208.0,5.8,40.3,0.374,2.8,3.4,2.2,2.8,216.0,171.0,153.0,185.0,23,2,2
2005-02-17 00:00:00,2.7,1196.0,275.0,11.0,1014.0,375.0,643.0,192.0,1101.0,1334.0,5.4,43.8,0.3945,2.4,2.8,3.4,3.1,200.0,216.0,171.0,187.0,0,3,2
2005-02-17 01:00:00,2.6,1107.0,275.0,7.4,874.0,326.0,721.0,187.0,984.0,1208.0,5.7,42.1,0.3883,2.7,2.4,2.8,3.1,192.0,200.0,216.0,196.0,1,3,2
2005-02-17 02:00:00,2.3,1102.0,275.0,7.9,897.0,326.0,715.0,173.0,1024.0,1196.0,5.7,42.1,0.3885,2.6,2.7,2.4,2.0,187.0,192.0,200.0,174.0,2,3,2
2005-02-17 03:00:00,1.0,993.0,275.0,3.6,688.0,199.0,847.0,118.5,874.0,931.0,5.8,42.9,0.399,2.3,2.6,2.7,2.1,173.0,187.0,192.0,182.0,3,3,2
2005-02-17 04:00:00,0.6,912.0,275.0,1.7,559.0,72.0,1016.0,64.0,837.0,656.0,5.7,46.6,0.4298,1.0,2.3,2.6,1.9,118.5,173.0,187.0,182.0,4,3,2
2005-02-17 05:00:00,0.5,883.0,275.0,1.0,496.0,49.0,1140.0,46.0,804.0,478.0,6.9,45.0,0.4499,0.6,1.0,2.3,2.5,64.0,118.5,173.0,193.0,5,3,2
2005-02-17 06:00:00,0.5,893.0,275.0,1.1,507.0,59.0,1111.0,51.0,794.0,489.0,6.9,42.2,0.4224,0.5,0.6,1.0,2.0,46.0,64.0,118.5,174.0,6,3,2
2005-02-17 07:00:00,1.0,1033.0,275.0,4.0,711.0,220.0,893.0,115.0,935.0,893.0,6.4,43.8,0.423,0.5,0.5,0.6,1.4,51.0,46.0,64.0,158.0,7,3,2
2005-02-17 09:00:00,2.7,1190.0,275.0,10.6,1000.0,485.0,624.0,202.0,1152.0,1280.0,7.7,42.1,0.444,1.0,0.5,0.5,1.1,115.0,51.0,46.0,142.0,9,3,2
2005-02-17 10:00:00,1.8,1035.0,275.0,5.4,783.0,295.0,794.0,167.0,969.0,943.0,10.1,36.7,0.4536,2.7,1.0,0.5,0.8,202.0,115.0,51.0,137.0,10,3,2
2005-02-17 11:00:00,1.2,990.0,275.0,3.9,705.0,217.0,873.0,139.0,913.0,772.0,9.0,41.4,0.4775,1.8,2.7,1.0,0.9,167.0,202.0,115.0,140.0,11,3,2
2005-02-17 12:00:00,1.3,1011.0,275.0,4.4,732.0,236.0,830.0,147.0,944.0,826.0,8.7,42.5,0.4787,1.2,1.8,2.7,1.6,139.0,167.0,202.0,201.0,12,3,2
2005-02-17 13:00:00,1.4,1041.0,275.0,5.0,763.0,196.0,790.0,130.0,1003.0,808.0,8.3,47.8,0.5238,1.3,1.2,1.8,2.1,147.0,139.0,167.0,206.0,13,3,2
2005-02-17 14:00:00,1.8,1086.0,275.0,6.8,850.0,233.0,723.0,143.0,1072.0,901.0,8.9,45.5,0.5208,1.4,1.3,1.2,1.3,130.0,147.0,139.0,98.0,14,3,2
2005-02-17 15:00:00,1.3,1021.0,275.0,4.8,755.0,207.0,807.0,143.0,980.0,763.0,8.9,46.1,0.5256,1.8,1.4,1.3,1.1,143.0,130.0,147.0,138.0,15,3,2
2005-02-17 16:00:00,1.4,1014.0,275.0,5.0,761.0,198.0,806.0,136.0,972.0,722.0,9.0,44.9,0.5173,1.3,1.8,1.4,1.5,143.0,143.0,130.0,139.0,16,3,2
2005-02-17 17:00:00,1.4,1023.0,275.0,5.2,771.0,212.0,807.0,143.0,982.0,735.0,9.3,42.3,0.4974,1.4,1.3,1.8,1.5,136.0,143.0,143.0,137.0,17,3,2
2005-02-17 18:00:00,2.4,1172.0,275.0,10.0,977.0,280.0,657.0,177.0,1160.0,1047.0,8.4,45.2,0.4977,1.4,1.4,1.3,1.6,143.0,136.0,143.0,155.0,18,3,2
2005-02-17 19:00:00,2.8,1172.0,275.0,11.1,1017.0,315.0,623.0,198.0,1185.0,1163.0,7.6,47.8,0.5013,2.4,1.4,1.4,1.5,177.0,143.0,136.0,155.0,19,3,2
2005-02-17 20:00:00,3.3,1219.0,275.0,12.9,1081.0,378.0,590.0,200.0,1246.0,1244.0,7.4,47.2,0.4871,2.8,2.4,1.4,1.6,198.0,177.0,143.0,148.0,20,3,2
2005-02-17 21:00:00,2.5,1106.0,275.0,7.8,891.0,320.0,708.0,191.0,1058.0,1025.0,7.4,46.9,0.4854,3.3,2.8,2.4,2.2,200.0,198.0,177.0,153.0,21,3,2
2005-02-17 22:00:00,2.1,1078.0,275.0,6.3,824.0,265.0,759.0,169.0,1016.0,982.0,6.9,48.2,0.4832,2.5,3.3,2.8,3.4,191.0,200.0,198.0,171.0,22,3,2
2005-02-17 23:00:00,1.2,939.0,275.0,2.8,637.0,129.0,960.0,106.0,883.0,607.0,7.1,47.9,0.4867,2.1,2.5,3.3,2.8,169.0,191.0,200.0,216.0,23,3,2
2005-02-18 00:00:00,1.2,975.0,275.0,3.3,670.0,129.0,943.0,105.0,910.0,616.0,6.9,48.7,0.4874,1.2,2.1,2.5,2.4,106.0,169.0,191.0,200.0,0,4,2
2005-02-18 01:00:00,1.3,958.0,275.0,3.1,660.0,172.0,935.0,130.0,905.0,654.0,6.8,48.2,0.4792,1.2,1.2,2.1,2.7,105.0,106.0,169.0,192.0,1,4,2
2005-02-18 02:00:00,1.0,921.0,275.0,2.1,594.0,100.0,1025.0,82.0,867.0,479.0,6.3,49.6,0.4787,1.3,1.2,1.2,2.6,130.0,105.0,106.0,187.0,2,4,2
2005-02-18 03:00:00,0.8,931.0,275.0,1.9,580.0,74.5,983.0,63.5,863.0,487.0,5.6,52.9,0.4855,1.0,1.3,1.2,2.3,82.0,130.0,105.0,173.0,3,4,2
2005-02-18 04:00:00,0.6000000000000001,874.0,275.0,0.7,472.0,49.0,1179.0,45.0,803.0,382.0,6.4,49.8,0.4814,0.8,1.0,1.3,1.0,63.5,82.0,130.0,118.5,4,4,2
2005-02-18 05:00:00,0.4,872.0,275.0,0.8,476.0,36.0,1249.0,35.0,794.0,350.0,6.9,48.1,0.4796,0.6000000000000001,0.8,1.0,0.6,45.0,63.5,82.0,64.0,5,4,2
2005-02-18 06:00:00,0.5,904.0,275.0,1.3,530.0,79.0,1079.0,60.0,846.0,438.0,6.4,50.2,0.485,0.4,0.6000000000000001,0.8,0.5,35.0,45.0,63.5,46.0,6,4,2
2005-02-18 07:00:00,0.7,951.0,275.0,1.8,568.0,128.0,1021.0,90.0,888.0,578.0,6.4,50.7,0.4886,0.5,0.4,0.6000000000000001,0.5,60.0,35.0,45.0,51.0,7,4,2
2005-02-18 08:00:00,2.1,1183.0,275.0,7.9,896.0,456.0,673.0,205.0,1115.0,1140.0,6.9,48.8,0.4903,0.7,0.5,0.4,1.0,90.0,60.0,35.0,115.0,8,4,2
2005-02-18 09:00:00,2.5,1187.0,275.0,9.8,970.0,477.0,625.0,199.0,1174.0,1203.0,8.4,44.6,0.4922,2.1,0.7,0.5,2.7,205.0,90.0,60.0,202.0,9,4,2
2005-02-18 10:00:00,2.0,1072.0,275.0,7.4,874.0,342.0,715.0,153.0,1033.0,1000.0,10.8,37.1,0.4794,2.5,2.1,0.7,1.8,199.0,205.0,90.0,167.0,10,4,2
2005-02-18 11:00:00,1.4,1011.0,275.0,5.3,780.0,254.0,805.0,163.0,964.0,806.0,11.2,36.2,0.4818,2.0,2.5,2.1,1.2,153.0,199.0,205.0,139.0,11,4,2
2005-02-18 12:00:00,1.3,997.0,275.0,4.8,752.0,231.0,837.0,152.0,952.0,724.0,11.8,34.4,0.4758,1.4,2.0,2.5,1.3,163.0,153.0,199.0,147.0,12,4,2
2005-02-18 13:00:00,1.4,989.0,275.0,5.6,791.0,213.0,804.0,146.0,953.0,690.0,11.5,33.1,0.4479,1.3,1.4,2.0,1.4,152.0,163.0,153.0,130.0,13,4,2
2005-02-18 14:00:00,1.6,1006.0,275.0,6.6,837.0,208.0,775.0,146.0,971.0,757.0,10.9,32.6,0.426,1.4,1.3,1.4,1.8,146.0,152.0,163.0,143.0,14,4,2
2005-02-18 15:00:00,1.7,1016.0,275.0,6.7,845.0,270.0,771.0,134.0,987.0,818.0,11.3,31.7,0.4249,1.6,1.4,1.3,1.3,146.0,146.0,152.0,143.0,15,4,2
2005-02-18 16:00:00,1.8,1069.0,275.0,8.4,918.0,276.0,724.0,164.0,1045.0,936.0,11.6,30.9,0.4223,1.7,1.6,1.4,1.4,134.0,146.0,146.0,136.0,16,4,2
2005-02-18 17:00:00,2.4,1109.0,275.0,10.3,989.0,375.0,664.0,141.0,1096.0,1133.0,11.1,32.2,0.4243,1.8,1.7,1.6,1.4,164.0,134.0,146.0,143.0,17,4,2
2005-02-18 18:00:00,2.8,1182.0,275.0,12.6,1071.0,395.0,617.0,204.0,1187.0,1298.0,9.7,36.0,0.4333,2.4,1.8,1.7,2.4,141.0,164.0,134.0,177.0,18,4,2
2005-02-18 19:00:00,3.3,1253.0,275.0,16.0,1179.0,421.0,573.0,210.0,1268.0,1387.0,8.5,39.0,0.4336,2.8,2.4,1.8,2.8,204.0,141.0,164.0,198.0,19,4,2
2005-02-18 21:00:00,2.8,1153.0,275.0,10.1,981.0,424.0,666.0,202.0,1097.0,1273.0,8.0,41.3,0.4448,3.3,2.8,2.4,3.3,210.0,204.0,141.0,200.0,21,4,2
2005-02-18 22:00:00,2.4,1161.0,275.0,9.8,969.0,369.0,677.0,190.0,1111.0,1271.0,7.0,44.2,0.4446,2.8,3.3,2.8,2.5,202.0,210.0,204.0,191.0,22,4,2
2005-02-19 01:00:00,2.1,1106.0,275.0,6.8,850.0,373.0,727.0,219.0,997.0,1281.0,3.1,57.8,0.4462,2.4,2.8,3.3,2.1,190.0,202.0,210.0,169.0,1,5,2
2005-02-19 02:00:00,1.5,1008.0,275.0,4.3,726.0,228.0,834.0,156.0,913.0,1083.0,3.1,56.7,0.4388,2.1,2.4,2.8,1.2,219.0,190.0,202.0,106.0,2,5,2
2005-02-19 03:00:00,1.2,966.0,275.0,3.9,703.0,172.5,865.0,127.0,903.0,989.0,2.2,59.6,0.4333,1.5,2.1,2.4,1.2,156.0,219.0,190.0,105.0,3,5,2
2005-02-19 04:00:00,0.9,931.0,275.0,2.6,627.0,117.0,948.0,98.0,860.0,911.0,2.3,58.9,0.4317,1.2,1.5,2.1,1.3,127.0,156.0,219.0,130.0,4,5,2
2005-02-19 05:00:00,0.8,922.0,275.0,2.4,611.0,108.0,962.0,89.0,867.0,893.0,1.9,60.0,0.4276,0.9,1.2,1.5,1.0,98.0,127.0,156.0,82.0,5,5,2
2005-02-19 06:00:00,0.8,911.0,275.0,2.3,606.0,126.0,950.0,104.0,866.0,894.0,1.9,60.3,0.4293,0.8,0.9,1.2,0.8,89.0,98.0,127.0,63.5,6,5,2
2005-02-19 07:00:00,1.1,993.0,275.0,4.5,736.0,235.0,819.0,148.0,941.0,1018.0,0.9,64.6,0.4294,0.8,0.8,0.9,0.6000000000000001,104.0,89.0,98.0,45.0,7,5,2
2005-02-19 08:00:00,1.9,1100.0,275.0,8.5,919.0,339.0,678.0,194.0,1072.0,1191.0,0.6,65.0,0.4231,1.1,0.8,0.8,0.4,148.0,104.0,89.0,35.0,8,5,2
2005-02-19 10:00:00,2.2,1085.0,275.0,5.7,800.0,346.0,750.0,200.0,983.0,1219.0,3.1,57.2,0.4402,1.9,1.1,0.8,0.5,194.0,148.0,104.0,60.0,10,5,2
2005-02-19 11:00:00,2.1,1153.0,275.0,6.9,853.0,407.0,696.0,217.0,1027.0,1370.0,4.2,54.0,0.4483,2.2,1.9,1.1,0.7,200.0,194.0,148.0,90.0,11,5,2
2005-02-19 12:00:00,2.3,1122.0,275.0,6.4,831.0,393.0,722.0,210.0,982.0,1317.0,7.4,43.8,0.4538,2.1,2.2,1.9,2.1,217.0,200.0,194.0,205.0,12,5,2
2005-02-19 13:00:00,1.2,992.0,275.0,3.5,685.0,166.0,890.0,126.0,902.0,818.0,11.2,34.5,0.4586,2.3,2.1,2.2,2.5,210.0,217.0,200.0,199.0,13,5,2
2005-02-19 14:00:00,1.2,1018.0,275.0,3.7,693.0,157.0,868.0,118.0,937.0,683.0,13.8,32.4,0.5084,1.2,2.3,2.1,2.0,126.0,210.0,217.0,153.0,14,5,2
2005-02-19 15:00:00,1.1,981.0,275.0,2.9,649.0,141.0,924.0,114.0,901.0,573.0,12.4,34.9,0.5002,1.2,1.2,2.3,1.4,118.0,126.0,210.0,163.0,15,5,2
2005-02-19 16:00:00,1.1,988.0,275.0,3.4,679.0,144.0,905.0,117.0,911.0,595.0,12.8,31.9,0.4684,1.1,1.2,1.2,1.3,114.0,118.0,126.0,152.0,16,5,2
2005-02-19 17:00:00,1.4,1059.0,275.0,5.3,777.0,191.0,797.0,140.0,969.0,774.0,13.5,29.1,0.4486,1.1,1.1,1.2,1.4,117.0,114.0,118.0,146.0,17,5,2
2005-02-19 18:00:00,1.7,1110.0,275.0,7.3,870.0,255.0,708.0,168.0,1057.0,1059.0,11.6,33.3,0.454,1.4,1.1,1.1,1.6,140.0,117.0,114.0,146.0,18,5,2
2005-02-19 19:00:00,2.5,1204.0,275.0,10.0,979.0,379.0,639.0,202.0,1147.0,1326.0,10.9,34.9,0.4568,1.7,1.4,1.1,1.7,168.0,140.0,117.0,134.0,19,5,2
